Time: 1639085504.1321008, File: /opt/project/inputs/addition.csv, Record Number: 0, Operation: add, Result: 2.0
Time: 1639087806.3651881, File: /opt/project/inputs/multiplication.csv, Record Number: 4, Operation: multiply, Result: 50
Time: 1639087806.3713827, File: /opt/project/inputs/multiplication.csv, Record Number: 5, Operation: multiply, Result: 72
Time: 1639087806.3817344, File: /opt/project/inputs/multiplication.csv, Record Number: 6, Operation: multiply, Result: 98
Time: 1639087806.387847, File: /opt/project/inputs/multiplication.csv, Record Number: 7, Operation: multiply, Result: 128
Time: 1639087806.3970988, File: /opt/project/inputs/multiplication.csv, Record Number: 8, Operation: multiply, Result: 162
Time: 1639087806.418557, File: /opt/project/inputs/subtraction.csv, Record Number: 0, Operation: subtract, Result: 1
Time: 1639087806.4283977, File: /opt/project/inputs/subtraction.csv, Record Number: 1, Operation: subtract, Result: 2
Time: 1639087806.4348457, File: /opt/project/inputs/subtraction.csv, Record Number: 2, Operation: subtract, Result: 3
Time: 1639087806.446273, File: /opt/project/inputs/subtraction.csv, Record Number: 3, Operation: subtract, Result: 4
Time: 1639087806.4529564, File: /opt/project/inputs/subtraction.csv, Record Number: 4, Operation: subtract, Result: 5
Time: 1639087806.4622548, File: /opt/project/inputs/subtraction.csv, Record Number: 5, Operation: subtract, Result: 6
Time: 1639087806.4688432, File: /opt/project/inputs/subtraction.csv, Record Number: 6, Operation: subtract, Result: 7
Time: 1639087806.4777253, File: /opt/project/inputs/subtraction.csv, Record Number: 7, Operation: subtract, Result: 8
Time: 1639087806.4836173, File: /opt/project/inputs/subtraction.csv, Record Number: 8, Operation: subtract, Result: 9
Time: 1639087851.9741795, File: /opt/project/inputs/addition.csv, Record Number: 0, Operation: add, Result: 2
Time: 1639087851.984984, File: /opt/project/inputs/addition.csv, Record Number: 1, Operation: add, Result: 4
Time: 1639087851.994389, File: /opt/project/inputs/addition.csv, Record Number: 2, Operation: add, Result: 6
Time: 1639087852.0021946, File: /opt/project/inputs/addition.csv, Record Number: 3, Operation: add, Result: 8
Time: 1639087852.0128899, File: /opt/project/inputs/addition.csv, Record Number: 4, Operation: add, Result: 10
Time: 1639087852.023527, File: /opt/project/inputs/addition.csv, Record Number: 5, Operation: add, Result: 12
Time: 1639087852.0301344, File: /opt/project/inputs/addition.csv, Record Number: 6, Operation: add, Result: 14
Time: 1639087852.039961, File: /opt/project/inputs/addition.csv, Record Number: 7, Operation: add, Result: 16
Time: 1639087852.0479467, File: /opt/project/inputs/addition.csv, Record Number: 8, Operation: add, Result: 18
Time: 1639087852.084838, File: /opt/project/inputs/division.csv, Record Number: 0, Operation: divide, Result: 2.0
Time: 1639087852.0939136, File: /opt/project/inputs/division.csv, Record Number: 1, Operation: divide, Result: 2.0
Time: 1639087852.1020672, File: /opt/project/inputs/division.csv, Record Number: 2, Operation: divide, Result: 2.6666666666666665
Time: 1639087852.1080818, File: /opt/project/inputs/division.csv, Record Number: 3, Operation: divide, Result: 4.0
Time: 1639087852.117423, File: /opt/project/inputs/division.csv, Record Number: 4, Operation: divide, Result: 6.4
Time: 1639087852.1240454, File: /opt/project/inputs/division.csv, Record Number: 5, Operation: divide, Result: 10.666666666666666
Time: 1639087852.1325102, File: /opt/project/inputs/division.csv, Record Number: 6, Operation: divide, Result: 18.285714285714285
Time: 1639087852.1379952, File: /opt/project/inputs/division.csv, Record Number: 7, Operation: divide, Result: 32.0
Time: 1639087852.1462734, File: /opt/project/inputs/division.csv, Record Number: 8, Operation: divide, Result: 56.888888888888886
Time: 1639087852.1658468, File: /opt/project/inputs/multiplication.csv, Record Number: 0, Operation: multiply, Result: 2
Time: 1639087852.1756575, File: /opt/project/inputs/multiplication.csv, Record Number: 1, Operation: multiply, Result: 8
Time: 1639087852.186295, File: /opt/project/inputs/multiplication.csv, Record Number: 2, Operation: multiply, Result: 18
Time: 1639087852.1958437, File: /opt/project/inputs/multiplication.csv, Record Number: 3, Operation: multiply, Result: 32
Time: 1639087852.203395, File: /opt/project/inputs/multiplication.csv, Record Number: 4, Operation: multiply, Result: 50
Time: 1639087852.2125335, File: /opt/project/inputs/multiplication.csv, Record Number: 5, Operation: multiply, Result: 72
Time: 1639087852.2190168, File: /opt/project/inputs/multiplication.csv, Record Number: 6, Operation: multiply, Result: 98
Time: 1639087852.2298067, File: /opt/project/inputs/multiplication.csv, Record Number: 7, Operation: multiply, Result: 128
Time: 1639087852.240161, File: /opt/project/inputs/multiplication.csv, Record Number: 8, Operation: multiply, Result: 162
Time: 1639087852.2610052, File: /opt/project/inputs/subtraction.csv, Record Number: 0, Operation: subtract, Result: 1
Time: 1639087852.2710538, File: /opt/project/inputs/subtraction.csv, Record Number: 1, Operation: subtract, Result: 2
Time: 1639087852.2773569, File: /opt/project/inputs/subtraction.csv, Record Number: 2, Operation: subtract, Result: 3
Time: 1639087852.2972736, File: /opt/project/inputs/subtraction.csv, Record Number: 3, Operation: subtract, Result: 4
Time: 1639087852.3092096, File: /opt/project/inputs/subtraction.csv, Record Number: 4, Operation: subtract, Result: 5
Time: 1639087852.3179429, File: /opt/project/inputs/subtraction.csv, Record Number: 5, Operation: subtract, Result: 6
Time: 1639087852.3238375, File: /opt/project/inputs/subtraction.csv, Record Number: 6, Operation: subtract, Result: 7
Time: 1639087852.332402, File: /opt/project/inputs/subtraction.csv, Record Number: 7, Operation: subtract, Result: 8
Time: 1639087852.337637, File: /opt/project/inputs/subtraction.csv, Record Number: 8, Operation: subtract, Result: 9
Time: 1639087901.4446065, File: /opt/project/inputs/addition.csv, Record Number: 0, Operation: add, Result: 2
Time: 1639087901.452697, File: /opt/project/inputs/addition.csv, Record Number: 1, Operation: add, Result: 4
Time: 1639087901.4619997, File: /opt/project/inputs/addition.csv, Record Number: 2, Operation: add, Result: 6
Time: 1639087901.468069, File: /opt/project/inputs/addition.csv, Record Number: 3, Operation: add, Result: 8
Time: 1639087901.476377, File: /opt/project/inputs/addition.csv, Record Number: 4, Operation: add, Result: 10
Time: 1639087901.4828172, File: /opt/project/inputs/addition.csv, Record Number: 5, Operation: add, Result: 12
Time: 1639087901.4923391, File: /opt/project/inputs/addition.csv, Record Number: 6, Operation: add, Result: 14
Time: 1639087901.5002627, File: /opt/project/inputs/addition.csv, Record Number: 7, Operation: add, Result: 16
Time: 1639087901.51005, File: /opt/project/inputs/addition.csv, Record Number: 8, Operation: add, Result: 18
Time: 1639087901.5399988, File: /opt/project/inputs/division.csv, Record Number: 0, Operation: divide, Result: 2.0
Time: 1639087901.5499277, File: /opt/project/inputs/division.csv, Record Number: 1, Operation: divide, Result: 2.0
Time: 1639087901.559253, File: /opt/project/inputs/division.csv, Record Number: 2, Operation: divide, Result: 2.6666666666666665
Time: 1639087901.5677407, File: /opt/project/inputs/division.csv, Record Number: 3, Operation: divide, Result: 4.0
Time: 1639087901.5747018, File: /opt/project/inputs/division.csv, Record Number: 4, Operation: divide, Result: 6.4
Time: 1639087901.5833514, File: /opt/project/inputs/division.csv, Record Number: 5, Operation: divide, Result: 10.666666666666666
Time: 1639087901.5899463, File: /opt/project/inputs/division.csv, Record Number: 6, Operation: divide, Result: 18.285714285714285
Time: 1639087901.5976925, File: /opt/project/inputs/division.csv, Record Number: 7, Operation: divide, Result: 32.0
Time: 1639087901.6064134, File: /opt/project/inputs/division.csv, Record Number: 8, Operation: divide, Result: 56.888888888888886
Time: 1639087901.6300428, File: /opt/project/inputs/multiplication.csv, Record Number: 0, Operation: multiply, Result: 2
Time: 1639087901.6389263, File: /opt/project/inputs/multiplication.csv, Record Number: 1, Operation: multiply, Result: 8
Time: 1639087901.6475508, File: /opt/project/inputs/multiplication.csv, Record Number: 2, Operation: multiply, Result: 18
Time: 1639087901.6542025, File: /opt/project/inputs/multiplication.csv, Record Number: 3, Operation: multiply, Result: 32
Time: 1639087901.664614, File: /opt/project/inputs/multiplication.csv, Record Number: 4, Operation: multiply, Result: 50
Time: 1639087901.672129, File: /opt/project/inputs/multiplication.csv, Record Number: 5, Operation: multiply, Result: 72
Time: 1639087901.680186, File: /opt/project/inputs/multiplication.csv, Record Number: 6, Operation: multiply, Result: 98
Time: 1639087901.6874292, File: /opt/project/inputs/multiplication.csv, Record Number: 7, Operation: multiply, Result: 128
Time: 1639087901.6999693, File: /opt/project/inputs/multiplication.csv, Record Number: 8, Operation: multiply, Result: 162
Time: 1639087901.726433, File: /opt/project/inputs/subtraction.csv, Record Number: 0, Operation: subtract, Result: 1
Time: 1639087901.7387815, File: /opt/project/inputs/subtraction.csv, Record Number: 1, Operation: subtract, Result: 2
Time: 1639087901.7515938, File: /opt/project/inputs/subtraction.csv, Record Number: 2, Operation: subtract, Result: 3
Time: 1639087901.7649844, File: /opt/project/inputs/subtraction.csv, Record Number: 3, Operation: subtract, Result: 4
Time: 1639087901.7757027, File: /opt/project/inputs/subtraction.csv, Record Number: 4, Operation: subtract, Result: 5
Time: 1639087901.7878225, File: /opt/project/inputs/subtraction.csv, Record Number: 5, Operation: subtract, Result: 6
Time: 1639087901.7974539, File: /opt/project/inputs/subtraction.csv, Record Number: 6, Operation: subtract, Result: 7
Time: 1639087901.8085487, File: /opt/project/inputs/subtraction.csv, Record Number: 7, Operation: subtract, Result: 8
Time: 1639087901.817235, File: /opt/project/inputs/subtraction.csv, Record Number: 8, Operation: subtract, Result: 9
Time: 1639088266.7951202, File: /opt/project/inputs/addition.csv, Record Number: 0, Operation: add, Result: 2
Time: 1639088266.8040311, File: /opt/project/inputs/addition.csv, Record Number: 1, Operation: add, Result: 4
Time: 1639088266.8095813, File: /opt/project/inputs/addition.csv, Record Number: 2, Operation: add, Result: 6
Time: 1639088266.8171916, File: /opt/project/inputs/addition.csv, Record Number: 3, Operation: add, Result: 8
Time: 1639088266.8235736, File: /opt/project/inputs/addition.csv, Record Number: 4, Operation: add, Result: 10
Time: 1639088266.8337355, File: /opt/project/inputs/addition.csv, Record Number: 5, Operation: add, Result: 12
Time: 1639088266.8404026, File: /opt/project/inputs/addition.csv, Record Number: 6, Operation: add, Result: 14
Time: 1639088266.8484075, File: /opt/project/inputs/addition.csv, Record Number: 7, Operation: add, Result: 16
Time: 1639088266.8556635, File: /opt/project/inputs/addition.csv, Record Number: 8, Operation: add, Result: 18
Time: 1639088266.8930364, File: /opt/project/inputs/division.csv, Record Number: 0, Operation: divide, Result: 2.0
Time: 1639088266.9033942, File: /opt/project/inputs/division.csv, Record Number: 1, Operation: divide, Result: 2.0
Time: 1639088266.9130833, File: /opt/project/inputs/division.csv, Record Number: 2, Operation: divide, Result: 2.6666666666666665
Time: 1639088266.9205067, File: /opt/project/inputs/division.csv, Record Number: 3, Operation: divide, Result: 4.0
Time: 1639088266.931211, File: /opt/project/inputs/division.csv, Record Number: 4, Operation: divide, Result: 6.4
Time: 1639088266.9378934, File: /opt/project/inputs/division.csv, Record Number: 5, Operation: divide, Result: 10.666666666666666
Time: 1639088266.9492433, File: /opt/project/inputs/division.csv, Record Number: 6, Operation: divide, Result: 18.285714285714285
Time: 1639088266.9611928, File: /opt/project/inputs/division.csv, Record Number: 7, Operation: divide, Result: 32.0
Time: 1639088266.968524, File: /opt/project/inputs/division.csv, Record Number: 8, Operation: divide, Result: 56.888888888888886
Time: 1639088266.994377, File: /opt/project/inputs/multiplication.csv, Record Number: 0, Operation: multiply, Result: 2
Time: 1639088267.0060995, File: /opt/project/inputs/multiplication.csv, Record Number: 1, Operation: multiply, Result: 8
Time: 1639088267.0157616, File: /opt/project/inputs/multiplication.csv, Record Number: 2, Operation: multiply, Result: 18
Time: 1639088267.0274544, File: /opt/project/inputs/multiplication.csv, Record Number: 3, Operation: multiply, Result: 32
Time: 1639088267.0378582, File: /opt/project/inputs/multiplication.csv, Record Number: 4, Operation: multiply, Result: 50
Time: 1639088267.0473793, File: /opt/project/inputs/multiplication.csv, Record Number: 5, Operation: multiply, Result: 72
Time: 1639088267.0587003, File: /opt/project/inputs/multiplication.csv, Record Number: 6, Operation: multiply, Result: 98
Time: 1639088267.0685656, File: /opt/project/inputs/multiplication.csv, Record Number: 7, Operation: multiply, Result: 128
Time: 1639088267.0755217, File: /opt/project/inputs/multiplication.csv, Record Number: 8, Operation: multiply, Result: 162
Time: 1639088267.103819, File: /opt/project/inputs/subtraction.csv, Record Number: 0, Operation: subtract, Result: 1
Time: 1639088267.1146984, File: /opt/project/inputs/subtraction.csv, Record Number: 1, Operation: subtract, Result: 2
Time: 1639088267.12574, File: /opt/project/inputs/subtraction.csv, Record Number: 2, Operation: subtract, Result: 3
Time: 1639088267.1588404, File: /opt/project/inputs/subtraction.csv, Record Number: 3, Operation: subtract, Result: 4
Time: 1639088267.170041, File: /opt/project/inputs/subtraction.csv, Record Number: 4, Operation: subtract, Result: 5
Time: 1639088267.180376, File: /opt/project/inputs/subtraction.csv, Record Number: 5, Operation: subtract, Result: 6
Time: 1639088267.18688, File: /opt/project/inputs/subtraction.csv, Record Number: 6, Operation: subtract, Result: 7
Time: 1639088267.1977677, File: /opt/project/inputs/subtraction.csv, Record Number: 7, Operation: subtract, Result: 8
Time: 1639088267.20358, File: /opt/project/inputs/subtraction.csv, Record Number: 8, Operation: subtract, Result: 9
Time: 1639089491.0450602, File: /opt/project/inputs/addition.csv, Record Number: 0, Operation: add, Result: 2
Time: 1639089491.0574934, File: /opt/project/inputs/addition.csv, Record Number: 1, Operation: add, Result: 4
Time: 1639089491.0718045, File: /opt/project/inputs/addition.csv, Record Number: 2, Operation: add, Result: 6
Time: 1639089491.0796957, File: /opt/project/inputs/addition.csv, Record Number: 3, Operation: add, Result: 8
Time: 1639089491.088775, File: /opt/project/inputs/addition.csv, Record Number: 4, Operation: add, Result: 10
Time: 1639089491.0957994, File: /opt/project/inputs/addition.csv, Record Number: 5, Operation: add, Result: 12
Time: 1639089491.106518, File: /opt/project/inputs/addition.csv, Record Number: 6, Operation: add, Result: 14
Time: 1639089491.1194773, File: /opt/project/inputs/addition.csv, Record Number: 7, Operation: add, Result: 16
Time: 1639089491.1298282, File: /opt/project/inputs/addition.csv, Record Number: 8, Operation: add, Result: 18
Time: 1639089491.1682606, File: /opt/project/inputs/division.csv, Record Number: 0, Operation: divide, Result: 2.0
Time: 1639089491.1817985, File: /opt/project/inputs/division.csv, Record Number: 1, Operation: divide, Result: 2.0
Time: 1639089491.1893334, File: /opt/project/inputs/division.csv, Record Number: 2, Operation: divide, Result: 2.6666666666666665
Time: 1639089491.1985817, File: /opt/project/inputs/division.csv, Record Number: 3, Operation: divide, Result: 4.0
Time: 1639089491.2053685, File: /opt/project/inputs/division.csv, Record Number: 4, Operation: divide, Result: 6.4
Time: 1639089491.2157516, File: /opt/project/inputs/division.csv, Record Number: 5, Operation: divide, Result: 10.666666666666666
Time: 1639089491.2900527, File: /opt/project/inputs/division.csv, Record Number: 6, Operation: divide, Result: 18.285714285714285
Time: 1639089491.3193626, File: /opt/project/inputs/division.csv, Record Number: 7, Operation: divide, Result: 32.0
Time: 1639089491.3307364, File: /opt/project/inputs/division.csv, Record Number: 8, Operation: divide, Result: 56.888888888888886
Time: 1639089491.356526, File: /opt/project/inputs/multiplication.csv, Record Number: 0, Operation: multiply, Result: 2
Time: 1639089491.3657672, File: /opt/project/inputs/multiplication.csv, Record Number: 1, Operation: multiply, Result: 8
Time: 1639089491.371877, File: /opt/project/inputs/multiplication.csv, Record Number: 2, Operation: multiply, Result: 18
Time: 1639089491.381573, File: /opt/project/inputs/multiplication.csv, Record Number: 3, Operation: multiply, Result: 32
Time: 1639089491.388049, File: /opt/project/inputs/multiplication.csv, Record Number: 4, Operation: multiply, Result: 50
Time: 1639089491.3983588, File: /opt/project/inputs/multiplication.csv, Record Number: 5, Operation: multiply, Result: 72
Time: 1639089491.4041715, File: /opt/project/inputs/multiplication.csv, Record Number: 6, Operation: multiply, Result: 98
Time: 1639089491.413753, File: /opt/project/inputs/multiplication.csv, Record Number: 7, Operation: multiply, Result: 128
Time: 1639089491.4203045, File: /opt/project/inputs/multiplication.csv, Record Number: 8, Operation: multiply, Result: 162
Time: 1639089491.4434872, File: /opt/project/inputs/subtraction.csv, Record Number: 0, Operation: subtract, Result: 1
Time: 1639089491.4523795, File: /opt/project/inputs/subtraction.csv, Record Number: 1, Operation: subtract, Result: 2
Time: 1639089491.4616635, File: /opt/project/inputs/subtraction.csv, Record Number: 2, Operation: subtract, Result: 3
Time: 1639089491.4690897, File: /opt/project/inputs/subtraction.csv, Record Number: 3, Operation: subtract, Result: 4
Time: 1639089491.4777236, File: /opt/project/inputs/subtraction.csv, Record Number: 4, Operation: subtract, Result: 5
Time: 1639089491.4839702, File: /opt/project/inputs/subtraction.csv, Record Number: 5, Operation: subtract, Result: 6
Time: 1639089491.4925897, File: /opt/project/inputs/subtraction.csv, Record Number: 6, Operation: subtract, Result: 7
Time: 1639089491.4985356, File: /opt/project/inputs/subtraction.csv, Record Number: 7, Operation: subtract, Result: 8
Time: 1639089491.5073664, File: /opt/project/inputs/subtraction.csv, Record Number: 8, Operation: subtract, Result: 9
Time: 1639089582.1858318, File: /opt/project/inputs/addition.csv, Record Number: 0, Operation: add, Result: 2
Time: 1639089582.1956193, File: /opt/project/inputs/addition.csv, Record Number: 1, Operation: add, Result: 4
Time: 1639089582.2021523, File: /opt/project/inputs/addition.csv, Record Number: 2, Operation: add, Result: 6
Time: 1639089582.2115312, File: /opt/project/inputs/addition.csv, Record Number: 3, Operation: add, Result: 8
Time: 1639089582.2176096, File: /opt/project/inputs/addition.csv, Record Number: 4, Operation: add, Result: 10
Time: 1639089582.2281783, File: /opt/project/inputs/addition.csv, Record Number: 5, Operation: add, Result: 12
Time: 1639089582.2364235, File: /opt/project/inputs/addition.csv, Record Number: 6, Operation: add, Result: 14
Time: 1639089582.2464936, File: /opt/project/inputs/addition.csv, Record Number: 7, Operation: add, Result: 16
Time: 1639089582.2566798, File: /opt/project/inputs/addition.csv, Record Number: 8, Operation: add, Result: 18
Time: 1639089582.2901225, File: /opt/project/inputs/division.csv, Record Number: 0, Operation: divide, Result: 2.0
Time: 1639089582.299192, File: /opt/project/inputs/division.csv, Record Number: 1, Operation: divide, Result: 2.0
Time: 1639089582.3088899, File: /opt/project/inputs/division.csv, Record Number: 2, Operation: divide, Result: 2.6666666666666665
Time: 1639089582.3197563, File: /opt/project/inputs/division.csv, Record Number: 3, Operation: divide, Result: 4.0
Time: 1639089582.326763, File: /opt/project/inputs/division.csv, Record Number: 4, Operation: divide, Result: 6.4
Time: 1639089582.3378117, File: /opt/project/inputs/division.csv, Record Number: 5, Operation: divide, Result: 10.666666666666666
Time: 1639089582.343502, File: /opt/project/inputs/division.csv, Record Number: 6, Operation: divide, Result: 18.285714285714285
Time: 1639089582.3546286, File: /opt/project/inputs/division.csv, Record Number: 7, Operation: divide, Result: 32.0
Time: 1639089582.3639593, File: /opt/project/inputs/division.csv, Record Number: 8, Operation: divide, Result: 56.888888888888886
Time: 1639089582.3866148, File: /opt/project/inputs/multiplication.csv, Record Number: 0, Operation: multiply, Result: 2
Time: 1639089582.3967557, File: /opt/project/inputs/multiplication.csv, Record Number: 1, Operation: multiply, Result: 8
Time: 1639089582.4036944, File: /opt/project/inputs/multiplication.csv, Record Number: 2, Operation: multiply, Result: 18
Time: 1639089582.4135683, File: /opt/project/inputs/multiplication.csv, Record Number: 3, Operation: multiply, Result: 32
Time: 1639089582.4203067, File: /opt/project/inputs/multiplication.csv, Record Number: 4, Operation: multiply, Result: 50
Time: 1639089582.4303637, File: /opt/project/inputs/multiplication.csv, Record Number: 5, Operation: multiply, Result: 72
Time: 1639089582.4368703, File: /opt/project/inputs/multiplication.csv, Record Number: 6, Operation: multiply, Result: 98
Time: 1639089582.4475002, File: /opt/project/inputs/multiplication.csv, Record Number: 7, Operation: multiply, Result: 128
Time: 1639089582.4547899, File: /opt/project/inputs/multiplication.csv, Record Number: 8, Operation: multiply, Result: 162
Time: 1639089582.4802868, File: /opt/project/inputs/subtraction.csv, Record Number: 0, Operation: subtract, Result: 1
Time: 1639089582.4906566, File: /opt/project/inputs/subtraction.csv, Record Number: 1, Operation: subtract, Result: 2
Time: 1639089582.4973836, File: /opt/project/inputs/subtraction.csv, Record Number: 2, Operation: subtract, Result: 3
Time: 1639089582.5082827, File: /opt/project/inputs/subtraction.csv, Record Number: 3, Operation: subtract, Result: 4
Time: 1639089582.5149293, File: /opt/project/inputs/subtraction.csv, Record Number: 4, Operation: subtract, Result: 5
Time: 1639089582.5250795, File: /opt/project/inputs/subtraction.csv, Record Number: 5, Operation: subtract, Result: 6
Time: 1639089582.5311007, File: /opt/project/inputs/subtraction.csv, Record Number: 6, Operation: subtract, Result: 7
Time: 1639089582.546696, File: /opt/project/inputs/subtraction.csv, Record Number: 7, Operation: subtract, Result: 8
Time: 1639089582.5569885, File: /opt/project/inputs/subtraction.csv, Record Number: 8, Operation: subtract, Result: 9
Time: 1639089651.0680633, File: /opt/project/inputs/addition.csv, Record Number: 0, Operation: add, Result: 2
Time: 1639089651.0798452, File: /opt/project/inputs/addition.csv, Record Number: 1, Operation: add, Result: 4
Time: 1639089651.090527, File: /opt/project/inputs/addition.csv, Record Number: 2, Operation: add, Result: 6
Time: 1639089651.100486, File: /opt/project/inputs/addition.csv, Record Number: 3, Operation: add, Result: 8
Time: 1639089651.108747, File: /opt/project/inputs/addition.csv, Record Number: 4, Operation: add, Result: 10
Time: 1639089651.117877, File: /opt/project/inputs/addition.csv, Record Number: 5, Operation: add, Result: 12
Time: 1639089651.1264591, File: /opt/project/inputs/addition.csv, Record Number: 6, Operation: add, Result: 14
Time: 1639089651.1383862, File: /opt/project/inputs/addition.csv, Record Number: 7, Operation: add, Result: 16
Time: 1639089651.1501243, File: /opt/project/inputs/addition.csv, Record Number: 8, Operation: add, Result: 18
Time: 1639089651.1932178, File: /opt/project/inputs/division.csv, Record Number: 0, Operation: divide, Result: 2.0
Time: 1639089651.2049978, File: /opt/project/inputs/division.csv, Record Number: 1, Operation: divide, Result: 2.0
Time: 1639089651.2161534, File: /opt/project/inputs/division.csv, Record Number: 2, Operation: divide, Result: 2.6666666666666665
Time: 1639089651.2273593, File: /opt/project/inputs/division.csv, Record Number: 3, Operation: divide, Result: 4.0
Time: 1639089651.2357898, File: /opt/project/inputs/division.csv, Record Number: 4, Operation: divide, Result: 6.4
Time: 1639089651.2459304, File: /opt/project/inputs/division.csv, Record Number: 5, Operation: divide, Result: 10.666666666666666
Time: 1639089651.256703, File: /opt/project/inputs/division.csv, Record Number: 6, Operation: divide, Result: 18.285714285714285
Time: 1639089651.2658997, File: /opt/project/inputs/division.csv, Record Number: 7, Operation: divide, Result: 32.0
Time: 1639089651.2780597, File: /opt/project/inputs/division.csv, Record Number: 8, Operation: divide, Result: 56.888888888888886
Time: 1639089651.3047268, File: /opt/project/inputs/multiplication.csv, Record Number: 0, Operation: multiply, Result: 2
Time: 1639089651.319077, File: /opt/project/inputs/multiplication.csv, Record Number: 1, Operation: multiply, Result: 8
Time: 1639089651.3306332, File: /opt/project/inputs/multiplication.csv, Record Number: 2, Operation: multiply, Result: 18
Time: 1639089651.3408284, File: /opt/project/inputs/multiplication.csv, Record Number: 3, Operation: multiply, Result: 32
Time: 1639089651.352042, File: /opt/project/inputs/multiplication.csv, Record Number: 4, Operation: multiply, Result: 50
Time: 1639089651.3595903, File: /opt/project/inputs/multiplication.csv, Record Number: 5, Operation: multiply, Result: 72
Time: 1639089651.368326, File: /opt/project/inputs/multiplication.csv, Record Number: 6, Operation: multiply, Result: 98
Time: 1639089651.375538, File: /opt/project/inputs/multiplication.csv, Record Number: 7, Operation: multiply, Result: 128
Time: 1639089651.3872159, File: /opt/project/inputs/multiplication.csv, Record Number: 8, Operation: multiply, Result: 162
Time: 1639089651.41713, File: /opt/project/inputs/subtraction.csv, Record Number: 0, Operation: subtract, Result: 1
Time: 1639089651.4279952, File: /opt/project/inputs/subtraction.csv, Record Number: 1, Operation: subtract, Result: 2
Time: 1639089651.4349055, File: /opt/project/inputs/subtraction.csv, Record Number: 2, Operation: subtract, Result: 3
Time: 1639089651.4436707, File: /opt/project/inputs/subtraction.csv, Record Number: 3, Operation: subtract, Result: 4
Time: 1639089651.4506228, File: /opt/project/inputs/subtraction.csv, Record Number: 4, Operation: subtract, Result: 5
Time: 1639089651.4643536, File: /opt/project/inputs/subtraction.csv, Record Number: 5, Operation: subtract, Result: 6
Time: 1639089651.4743679, File: /opt/project/inputs/subtraction.csv, Record Number: 6, Operation: subtract, Result: 7
Time: 1639089651.4813457, File: /opt/project/inputs/subtraction.csv, Record Number: 7, Operation: subtract, Result: 8
Time: 1639089651.489509, File: /opt/project/inputs/subtraction.csv, Record Number: 8, Operation: subtract, Result: 9
Time: 1639089701.7122555, File: /opt/project/inputs/addition.csv, Record Number: 0, Operation: add, Result: 2
Time: 1639089701.7210267, File: /opt/project/inputs/addition.csv, Record Number: 1, Operation: add, Result: 4
Time: 1639089701.7286127, File: /opt/project/inputs/addition.csv, Record Number: 2, Operation: add, Result: 6
Time: 1639089701.7338073, File: /opt/project/inputs/addition.csv, Record Number: 3, Operation: add, Result: 8
Time: 1639089701.743215, File: /opt/project/inputs/addition.csv, Record Number: 4, Operation: add, Result: 10
Time: 1639089701.7491748, File: /opt/project/inputs/addition.csv, Record Number: 5, Operation: add, Result: 12
Time: 1639089701.7585907, File: /opt/project/inputs/addition.csv, Record Number: 6, Operation: add, Result: 14
Time: 1639089701.7665112, File: /opt/project/inputs/addition.csv, Record Number: 7, Operation: add, Result: 16
Time: 1639089701.7774646, File: /opt/project/inputs/addition.csv, Record Number: 8, Operation: add, Result: 18
Time: 1639089701.8226242, File: /opt/project/inputs/division.csv, Record Number: 0, Operation: divide, Result: 2.0
Time: 1639089701.834482, File: /opt/project/inputs/division.csv, Record Number: 1, Operation: divide, Result: 2.0
Time: 1639089701.8444905, File: /opt/project/inputs/division.csv, Record Number: 2, Operation: divide, Result: 2.6666666666666665
Time: 1639089701.8551967, File: /opt/project/inputs/division.csv, Record Number: 3, Operation: divide, Result: 0.0
Time: 1639089701.8654811, File: /opt/project/inputs/division.csv, Record Number: 4, Operation: divide, Result: 6.4
Time: 1639089701.8737886, File: /opt/project/inputs/division.csv, Record Number: 5, Operation: divide, Result: 10.666666666666666
Time: 1639089701.8835742, File: /opt/project/inputs/division.csv, Record Number: 6, Operation: divide, Result: 18.285714285714285
Time: 1639089701.8897548, File: /opt/project/inputs/division.csv, Record Number: 7, Operation: divide, Result: 32.0
Time: 1639089701.899226, File: /opt/project/inputs/division.csv, Record Number: 8, Operation: divide, Result: 56.888888888888886
Time: 1639089701.9209566, File: /opt/project/inputs/multiplication.csv, Record Number: 0, Operation: multiply, Result: 2
Time: 1639089701.9301836, File: /opt/project/inputs/multiplication.csv, Record Number: 1, Operation: multiply, Result: 8
Time: 1639089701.9379754, File: /opt/project/inputs/multiplication.csv, Record Number: 2, Operation: multiply, Result: 18
Time: 1639089701.9473305, File: /opt/project/inputs/multiplication.csv, Record Number: 3, Operation: multiply, Result: 32
Time: 1639089701.9534721, File: /opt/project/inputs/multiplication.csv, Record Number: 4, Operation: multiply, Result: 50
Time: 1639089701.9637723, File: /opt/project/inputs/multiplication.csv, Record Number: 5, Operation: multiply, Result: 72
Time: 1639089701.9693668, File: /opt/project/inputs/multiplication.csv, Record Number: 6, Operation: multiply, Result: 98
Time: 1639089701.9770088, File: /opt/project/inputs/multiplication.csv, Record Number: 7, Operation: multiply, Result: 128
Time: 1639089701.9826388, File: /opt/project/inputs/multiplication.csv, Record Number: 8, Operation: multiply, Result: 162
Time: 1639089702.0023005, File: /opt/project/inputs/subtraction.csv, Record Number: 0, Operation: subtract, Result: 1
Time: 1639089702.0108402, File: /opt/project/inputs/subtraction.csv, Record Number: 1, Operation: subtract, Result: 2
